# Timestamp: 2024-02-06 16:14:40.811080
# Target Ontology: http://www.ebi.ac.uk/efo/releases/v3.62.0/efo.owl
# text2term version: 4.1.3
# Minimum Score: 0.60
# Mapper: tfidf
# Base IRIs: "('http://www.ebi.ac.uk/efo/', 'http://purl.obolibrary.org/obo/MONDO', 'http://purl.obolibrary.org/obo/HP', 'http://www.orpha.net/ORDO', 'http://purl.obolibrary.org/obo/DOID')"
# Max Mappings: 1
# Term Type: OntologyTermType.CLASS
# Deprecated Terms Excluded
# Unmapped Terms Excluded
# Of 89981 entries, 46026 were mapped to 8252 unique terms
Source Term ID,Source Term,Mapped Term Label,Mapped Term CURIE,Mapped Term IRI,Mapping Score
GCST90102739,1-pentadecanoyl-2-docosahexaenoyl-GPC (15:0/22:6) levels,1-pentadecanoyl-2-docosahexaenoyl-GPC (15:0/22:6) measurement,EFO:0800447,http://www.ebi.ac.uk/efo/EFO_0800447,0.575,None
GCST90102740,1-pentadecanoyl-GPC (15:0) levels,1-pentadecanoyl-GPC (15:0) measurement,EFO:0800307,http://www.ebi.ac.uk/efo/EFO_0800307,0.504,None
GCST90102741,1-ribosyl-imidazoleacetate (X-11334) levels,1-ribosyl-imidazoleacetate measurement,EFO:0800034,http://www.ebi.ac.uk/efo/EFO_0800034,0.652,None
GCST90102742,1-stearoyl-2-adrenoyl-GPC (18:0/22:4) levels,1-stearoyl-2-adrenoyl-GPC (18:0/22:4) measurement,EFO:0800459,http://www.ebi.ac.uk/efo/EFO_0800459,0.421,None
GCST90102743,1-stearoyl-2-arachidonoyl-gpc (18:0/20:4) levels,arachidonoylcholine measurement,EFO:0800478,http://www.ebi.ac.uk/efo/EFO_0800478,0.476,None
GCST90102794,3-carboxy-4-methyl-5-pentyl-2-furanpropionate (3-CMPFP) (X-02249) levels,3-carboxy-4-methyl-5-pentyl-2-furanpropionate (3-CMPFP) measurement,EFO:0800566,http://www.ebi.ac.uk/efo/EFO_0800566,0.476,None
GCST90102795,3-carboxy-4-methyl-5-propyl-2-furanpropanoate (cmpf) levels,3-carboxy-4-methyl-5-propyl-2-furanpropanoate CMPF measurement,EFO:0021053,http://www.ebi.ac.uk/efo/EFO_0021053,0.642,None
GCST90102796,3-formylindole (X-16071) levels,3-formylindole measurement,EFO:0801025,http://www.ebi.ac.uk/efo/EFO_0801025,0.529,None
GCST90102797,3-hydroxy-2-ethylpropionate levels,3-hydroxy-2-ethylpropionate measurement,EFO:0800014,http://www.ebi.ac.uk/efo/EFO_0800014,0.584,None
GCST90102798,3-hydroxy-3-methylglutarate levels,3-hydroxy-3-methylglutarate measurement,EFO:0800602,http://www.ebi.ac.uk/efo/EFO_0800602,0.597,None
GCST90102799,3-hydroxy-5-cholestenoic acid levels,3-hydroxy-5-cholestenoic acid measurement,EFO:0022087,http://www.ebi.ac.uk/efo/EFO_0022087,0.588,None
GCST90102800,3-hydroxybutyrate (bhba) levels,3-hydroxybutyrate measurement,EFO:0010982,http://www.ebi.ac.uk/efo/EFO_0010982,0.604,None
GCST90102801,3-hydroxydecanoate levels,3-hydroxydecanoate measurement,EFO:0800198,http://www.ebi.ac.uk/efo/EFO_0800198,0.792,None
GCST90102802,3-hydroxyhexanoate levels,3-hydroxyhexanoate measurement,EFO:0800378,http://www.ebi.ac.uk/efo/EFO_0800378,0.808,None
GCST90102803,3-hydroxyhippurate levels,3-hydroxyhippurate measurement,EFO:0800960,http://www.ebi.ac.uk/efo/EFO_0800960,0.807,None
GCST90102804,3-hydroxyisobutyrate levels,3-hydroxyisobutyrate measurement,EFO:0010983,http://www.ebi.ac.uk/efo/EFO_0010983,0.818,None
GCST90102805,3-hydroxylaurate levels,3-hydroxylaurate measurement,EFO:0800204,http://www.ebi.ac.uk/efo/EFO_0800204,0.734,None
GCST90102806,3-hydroxyoctanoate levels,3-hydroxyoctanoate measurement,EFO:0800193,http://www.ebi.ac.uk/efo/EFO_0800193,0.789,None
GCST90102807,3-hydroxypyridine sulfate levels,3-hydroxypyridine sulfate measurement,EFO:0800995,http://www.ebi.ac.uk/efo/EFO_0800995,0.826,None
GCST90102808,3-indoxyl sulfate levels,indoxyl sulfate measurement,EFO:0010502,http://www.ebi.ac.uk/efo/EFO_0010502,0.853,None
GCST90102809,3-methoxycatechol sulfate (1) levels,3-methoxycatechol sulfate (1) measurement,EFO:0801009,http://www.ebi.ac.uk/efo/EFO_0801009,0.779,None
GCST90102810,3-methoxytyrosine levels,3-methoxytyrosine measurement,EFO:0021009,http://www.ebi.ac.uk/efo/EFO_0021009,0.81,None
GCST90102811,3-methyl catechol sulfate (1) levels,catechol sulfate measurement,EFO:0021151,http://www.ebi.ac.uk/efo/EFO_0021151,0.761,None
GCST90102812,3-methyl-2-oxobutyrate levels,3-methyl-2-oxobutyrate measurement,EFO:0021020,http://www.ebi.ac.uk/efo/EFO_0021020,0.659,None
GCST90102813,3-methyl-2-oxovalerate levels,3-methyl-2-oxovalerate measurement,EFO:0021021,http://www.ebi.ac.uk/efo/EFO_0021021,0.599,None
GCST90102814,3-methylhistidine levels,methylhistidine measurement,EFO:0801178,http://www.ebi.ac.uk/efo/EFO_0801178,0.859,None
GCST90102815,3-methylxanthine levels,3-methylxanthine measurement,EFO:0021175,http://www.ebi.ac.uk/efo/EFO_0021175,0.788,None
GCST90102816,3-phenylpropionate (hydrocinnamate) levels,3-phenylpropionate hydrocinnamate measurement,EFO:0021010,http://www.ebi.ac.uk/efo/EFO_0021010,0.853,None
GCST90102817,3-phosphoglycerate levels,phosphoglycerate mutase 1 measurement,EFO:0020639,http://www.ebi.ac.uk/efo/EFO_0020639,0.759,None
GCST90102818,3-ureidopropionate levels,3-ureidopropionate measurement,EFO:0010641,http://www.ebi.ac.uk/efo/EFO_0010641,0.873,None
GCST90102769,2-aminophenol sulfate levels,2-aminophenol sulfate measurement,EFO:0800982,http://www.ebi.ac.uk/efo/EFO_0800982,0.725,None
GCST90102770,2-arachidonoyl-GPC (20:4) levels,arachidonoylcholine measurement,EFO:0800478,http://www.ebi.ac.uk/efo/EFO_0800478,0.566,None
GCST90102771,2-arachidonoyl-GPE (20:4) levels,arachidonoylcholine measurement,EFO:0800478,http://www.ebi.ac.uk/efo/EFO_0800478,0.57,None
GCST90102772,2-docosahexaenoyl-GPC (22:6) levels,docosahexaenoylcholine measurement,EFO:0800479,http://www.ebi.ac.uk/efo/EFO_0800479,0.674,None
GCST90102773,2-hydroxy-3-methylvalerate levels,2-hydroxy-3-methylvalerate measurement,EFO:0800027,http://www.ebi.ac.uk/efo/EFO_0800027,0.622,None
GCST90102774,2-hydroxybutyrate/2-hydroxyisobutyrate levels,2-hydroxybutyrate/2-hydroxyisobutyrate measurement,EFO:0022086,http://www.ebi.ac.uk/efo/EFO_0022086,0.79,None
GCST90102775,2-hydroxydecanoate levels,3-hydroxydecanoate measurement,EFO:0800198,http://www.ebi.ac.uk/efo/EFO_0800198,0.792,None
GCST90102776,2-hydroxyglutarate levels,2-hydroxyglutarate measurement,EFO:0021506,http://www.ebi.ac.uk/efo/EFO_0021506,0.746,None
GCST90102777,2-hydroxyhippurate (salicylurate) levels,3-hydroxyhippurate measurement,EFO:0800960,http://www.ebi.ac.uk/efo/EFO_0800960,0.657,None
GCST90102778,2-hydroxyoctanoate levels,3-hydroxyoctanoate measurement,EFO:0800193,http://www.ebi.ac.uk/efo/EFO_0800193,0.789,None
GCST90102779,2-hydroxypalmitate levels,2-hydroxypalmitate measurement,EFO:0021507,http://www.ebi.ac.uk/efo/EFO_0021507,0.751,None
GCST90102780,2-hydroxystearate levels,2-hydroxystearate measurement,EFO:0021059,http://www.ebi.ac.uk/efo/EFO_0021059,0.708,None
GCST90102781,2-linoleoyl-GPC (18:2) levels,linoleoylcholine measurement,EFO:0800535,http://www.ebi.ac.uk/efo/EFO_0800535,0.46,None
GCST90102782,2-linoleoyl-GPE (18:2) levels,linoleoylcholine measurement,EFO:0800535,http://www.ebi.ac.uk/efo/EFO_0800535,0.464,None
GCST90102783,2-methylbutyrylcarnitine (C5) levels,2-methylbutyrylcarnitine (C5) measurement,EFO:0800026,http://www.ebi.ac.uk/efo/EFO_0800026,0.679,None
GCST90102784,2-myristoyl-GPC (14:0) levels,myristoylglycine measurement,EFO:0803434,http://www.ebi.ac.uk/efo/EFO_0803434,0.505,None
GCST90102785,2-oleoyl-GPC (18:1) levels,oleoyl serine measurement,EFO:0801210,http://www.ebi.ac.uk/efo/EFO_0801210,0.494,None
GCST90102786,2-oleoyl-GPE (18:1) levels,oleoyl serine measurement,EFO:0801210,http://www.ebi.ac.uk/efo/EFO_0801210,0.5,None
GCST90102787,2-oxoarginine levels,2-oxoarginine measurement,EFO:0800056,http://www.ebi.ac.uk/efo/EFO_0800056,0.692,None
GCST90102788,2-palmitoyl-GPC (16:0) levels,palmitoylcholine measurement,EFO:0800473,http://www.ebi.ac.uk/efo/EFO_0800473,0.477,None
GCST90102789,2-palmitoyl-GPE (16:0) levels,palmitoylcholine measurement,EFO:0800473,http://www.ebi.ac.uk/efo/EFO_0800473,0.481,None
GCST90102790,2-stearoyl-GPE (18:0) levels,stearoylcholine measurement,EFO:0800534,http://www.ebi.ac.uk/efo/EFO_0800534,0.458,None
GCST90102791,3-(4-hydroxyphenyl) lactate levels,3- 4-hydroxyphenyl lactate measurement,EFO:0021008,http://www.ebi.ac.uk/efo/EFO_0021008,0.708,None
GCST90102792,3-amino-2-piperidone (X-24766) levels,3-amino-2-piperidone measurement,EFO:0800097,http://www.ebi.ac.uk/efo/EFO_0800097,0.382,None
GCST90102793,3-aminoisobutyrate levels,3-aminoisobutyrate measurement,EFO:0010980,http://www.ebi.ac.uk/efo/EFO_0010980,0.747,None
GCST90103069,N4-acetylcytidine levels,N4-acetylcytidine measurement,EFO:0800628,http://www.ebi.ac.uk/efo/EFO_0800628,0.695,None
GCST90103070,"N6,n6,n6-trimethyllysine levels",N6-methyllysine measurement,EFO:0800061,http://www.ebi.ac.uk/efo/EFO_0800061,0.512,None
GCST90103071,N6-acetyllysine levels,acetyllysine measurement,EFO:0803400,http://www.ebi.ac.uk/efo/EFO_0803400,0.752,None
GCST90103072,N-acetyl-2-aminooctanoate (X-12511) levels,N-acetyl-2-aminooctanoate measurement,EFO:0800567,http://www.ebi.ac.uk/efo/EFO_0800567,0.564,None
GCST90103073,N-acetylalanine levels,N-acetylalanine measurement,EFO:0800118,http://www.ebi.ac.uk/efo/EFO_0800118,0.699,None
GCST90103074,N-acetylarginine levels,N-acetylarginine measurement,EFO:0021429,http://www.ebi.ac.uk/efo/EFO_0021429,0.711,None
GCST90103075,N-acetylaspartate (naa) levels,N-acetylaspartate deficiency,MONDO:0013549,http://purl.obolibrary.org/obo/MONDO_0013549,0.583,None
GCST90103076,N-acetyl-beta-alanine levels,N-acetylalanine measurement,EFO:0800118,http://www.ebi.ac.uk/efo/EFO_0800118,0.512,None
GCST90103077,N-acetylcarnosine levels,N-acetylcarnosine measurement,EFO:0022101,http://www.ebi.ac.uk/efo/EFO_0022101,0.73,None
GCST90103078,N-acetylglucosamine/n-acetylgalactosamine levels,N-acetylgalactosamine measurement,EFO:0800149,http://www.ebi.ac.uk/efo/EFO_0800149,0.71,None
GCST90103079,N-acetylglutamate levels,N-acetylglutamate measurement,EFO:0800005,http://www.ebi.ac.uk/efo/EFO_0800005,0.736,None
GCST90103080,N-acetylglutamine levels,N-acetylglutamine measurement,EFO:0800017,http://www.ebi.ac.uk/efo/EFO_0800017,0.725,None
GCST90103081,N-acetylglycine levels,N-acetylglycine measurement,EFO:0021002,http://www.ebi.ac.uk/efo/EFO_0021002,0.697,None
GCST90103082,N-acetylhistidine levels,N-acetylhistidine measurement,EFO:0800022,http://www.ebi.ac.uk/efo/EFO_0800022,0.758,None
GCST90103083,N-acetyl-isoputreanine (X-12688) levels,N-acetyl-isoputreanine measurement,EFO:0800107,http://www.ebi.ac.uk/efo/EFO_0800107,0.555,None
GCST90103084,N-acetylleucine levels,N-acetylleucine measurement,EFO:0800116,http://www.ebi.ac.uk/efo/EFO_0800116,0.707,None
GCST90103085,N-acetylmethionine levels,N-acetylmethionine measurement,EFO:0021427,http://www.ebi.ac.uk/efo/EFO_0021427,0.747,None
GCST90103086,N-acetylneuraminate levels,N-acetylneuraminate measurement,EFO:0020022,http://www.ebi.ac.uk/efo/EFO_0020022,0.77,None
GCST90103087,N-acetylphenylalanine levels,N-acetylphenylalanine measurement,EFO:0800019,http://www.ebi.ac.uk/efo/EFO_0800019,0.79,None
GCST90103088,N-acetylputrescine levels,N-acetylputrescine measurement,EFO:0800127,http://www.ebi.ac.uk/efo/EFO_0800127,0.796,None
GCST90103089,N-acetylserine levels,N-acetylserine measurement,EFO:0800038,http://www.ebi.ac.uk/efo/EFO_0800038,0.694,None
GCST90103090,N-acetyltaurine levels,N-acetyltaurine measurement,EFO:0020023,http://www.ebi.ac.uk/efo/EFO_0020023,0.728,None
GCST90103091,N-acetylthreonine levels,N-acetylthreonine measurement,EFO:0800020,http://www.ebi.ac.uk/efo/EFO_0800020,0.756,None
GCST90103092,N-delta-acetylornithine levels,N-delta-acetylornithine measurement,EFO:0800067,http://www.ebi.ac.uk/efo/EFO_0800067,0.703,None
GCST90103093,N-formylmethionine levels,N-formylmethionine measurement,EFO:0800128,http://www.ebi.ac.uk/efo/EFO_0800128,0.735,None
GCST90103094,Nicotinamide levels,nicotinamide measurement,EFO:0800178,http://www.ebi.ac.uk/efo/EFO_0800178,0.848,None
GCST90103095,N-methylpipecolate levels,N-methylpipecolate measurement,EFO:0800988,http://www.ebi.ac.uk/efo/EFO_0800988,0.781,None
GCST90103096,N-methylproline levels,N-methylproline measurement,EFO:0800039,http://www.ebi.ac.uk/efo/EFO_0800039,0.71,None
GCST90103097,Nonadecanoate (19:0) levels,nonadecanoate 19:0 measurement,EFO:0021069,http://www.ebi.ac.uk/efo/EFO_0021069,0.683,None
GCST90103098,N-palmitoylglycine levels,N-palmitoylglycine measurement,EFO:0800342,http://www.ebi.ac.uk/efo/EFO_0800342,0.743,None
GCST90103099,N-palmitoyl-sphinganine (d18:0/16:0) levels,sphinganine measurement,EFO:0800619,http://www.ebi.ac.uk/efo/EFO_0800619,0.499,None
GCST90103100,N-palmitoyl-sphingosine (d18:1/16:0) levels,N-palmitoyl-sphingosine (d18:1/16:0) measurement,EFO:0800607,http://www.ebi.ac.uk/efo/EFO_0800607,0.493,None
GCST90103101,N-stearoyl-sphingosine (d18:1/18:0) levels,N-stearoyl-sphingosine (d18:1/18:0) measurement,EFO:0800613,http://www.ebi.ac.uk/efo/EFO_0800613,0.46,None
GCST90103102,N-trimethyl 5-aminovalerate (X-21365) levels,5-aminovalerate measurement,EFO:0800008,http://www.ebi.ac.uk/efo/EFO_0800008,0.408,None
GCST90103103,Octadecenedioate (c18:1-dc) (X-11538) levels,octadecanedioate measurement,EFO:0021056,http://www.ebi.ac.uk/efo/EFO_0021056,0.567,None
GCST90103104,Octanoylcarnitine levels,octanoylcarnitine measurement,EFO:0021042,http://www.ebi.ac.uk/efo/EFO_0021042,0.883,None
GCST90103105,Oleate/vaccenate (18:1) levels,vaccenate (18:1) measurement,EFO:0800397,http://www.ebi.ac.uk/efo/EFO_0800397,0.524,None
GCST90103106,Oleoyl ethanolamide levels,oleoyl ethanolamide measurement,EFO:0800604,http://www.ebi.ac.uk/efo/EFO_0800604,0.9,None
GCST90103107,Oleoyl-arachidonoyl-glycerol (18:1/20:4) [2] levels,oleoyl-arachidonoyl-glycerol (18:1/20:4) [2] measurement,EFO:0800508,http://www.ebi.ac.uk/efo/EFO_0800508,0.505,None
GCST90103108,Oleoylcarnitine levels,oleoylcarnitine measurement,EFO:0021043,http://www.ebi.ac.uk/efo/EFO_0021043,0.871,None
GCST90103109,Oleoylcholine levels,oleoylcholine measurement,EFO:0800477,http://www.ebi.ac.uk/efo/EFO_0800477,0.854,None
GCST90103110,Oleoyl-linoleoyl-glycerol (18:1/18:2) [1] levels,oleoyl glycine measurement,EFO:0801207,http://www.ebi.ac.uk/efo/EFO_0801207,0.587,None
GCST90103111,Oleoyl-linoleoyl-glycerol (18:1/18:2) [2] levels,oleoyl glycine measurement,EFO:0801207,http://www.ebi.ac.uk/efo/EFO_0801207,0.585,None
GCST90103112,Oleoyl-oleoyl-glycerol (18:1/18:1)  [1] levels,oleoyl glycine measurement,EFO:0801207,http://www.ebi.ac.uk/efo/EFO_0801207,0.622,None
GCST90103113,Oleoyl-oleoyl-glycerol (18:1/18:1) [2] levels,oleoyl glycine measurement,EFO:0801207,http://www.ebi.ac.uk/efo/EFO_0801207,0.634,None
GCST90103114,O-methylcatechol sulfate levels,O-methylcatechol sulfate measurement,EFO:0022102,http://www.ebi.ac.uk/efo/EFO_0022102,0.791,None
GCST90103115,Ornithine levels,ornithine measurement,EFO:0009776,http://www.ebi.ac.uk/efo/EFO_0009776,0.771,None
GCST90103116,Orotate levels,orotate measurement,EFO:0800642,http://www.ebi.ac.uk/efo/EFO_0800642,0.704,None
GCST90103117,Orotidine levels,orotidine measurement,EFO:0800630,http://www.ebi.ac.uk/efo/EFO_0800630,0.766,None
GCST90103118,O-sulfo-l-tyrosine levels,Hypertyrosinemia,HP:0003231,http://purl.obolibrary.org/obo/HP_0003231,0.498,None
GCST90103144,"Phosphatidylcholine (14:0/14:0, 16:0/12:0) levels",phosphatidylcholine ether measurement,EFO:0010227,http://www.ebi.ac.uk/efo/EFO_0010227,0.461,None
GCST90103145,"Phosphatidylcholine (15:0/18:1, 17:0/16:1) levels",phosphatidylcholine 18:1 measurement,EFO:0020046,http://www.ebi.ac.uk/efo/EFO_0020046,0.576,None
GCST90103146,"Phosphatidylcholine (16:0/22:5n3, 18:1/20:4) levels",phosphatidylcholine 18:1 measurement,EFO:0020046,http://www.ebi.ac.uk/efo/EFO_0020046,0.531,None
GCST90103147,"Phosphatidylcholine (18:0/20:2, 20:0/18:2, 18:1/20:1) levels",phosphatidylcholine 18:1 measurement,EFO:0020046,http://www.ebi.ac.uk/efo/EFO_0020046,0.48,None
GCST90103148,Phosphoethanolamine levels,phosphoethanolamine measurement,EFO:0800600,http://www.ebi.ac.uk/efo/EFO_0800600,0.89,None
GCST90103149,Picolinoylglycine (X-12170) levels,picolinoylglycine measurement,EFO:0800592,http://www.ebi.ac.uk/efo/EFO_0800592,0.695,None
GCST90103150,Pipecolate levels,pipecolate measurement,EFO:0021006,http://www.ebi.ac.uk/efo/EFO_0021006,0.825,None
GCST90103151,Piperine levels,piperine measurement,EFO:0021166,http://www.ebi.ac.uk/efo/EFO_0021166,0.766,None
GCST90103152,Pregn steroid monosulfate levels,Pregn steroid monosulfate measurement,EFO:0022104,http://www.ebi.ac.uk/efo/EFO_0022104,0.891,None
GCST90103153,Pregnanediol-3-glucuronide levels,pregnanediol-3-glucuronide measurement,EFO:0800341,http://www.ebi.ac.uk/efo/EFO_0800341,0.72,None
GCST90103154,Pregnen-diol disulfate levels,pregnenetriol disulfate measurement,EFO:0800587,http://www.ebi.ac.uk/efo/EFO_0800587,0.775,None
GCST90103155,Pregnenetriol disulfate (X-11440) levels,pregnenetriol disulfate measurement,EFO:0800587,http://www.ebi.ac.uk/efo/EFO_0800587,0.771,None
GCST90103156,Pregnenolone sulfate levels,pregnenolone sulfate measurement,EFO:0800303,http://www.ebi.ac.uk/efo/EFO_0800303,0.892,None
GCST90103157,Pro-hydroxy-pro levels,pro-hydroxy-pro measurement,EFO:0021132,http://www.ebi.ac.uk/efo/EFO_0021132,0.531,None
GCST90103158,Proline levels,proline betaine measurement,EFO:0011000,http://www.ebi.ac.uk/efo/EFO_0011000,0.569,None
GCST90103159,Propionylcarnitine levels,propionylcarnitine measurement,EFO:0020942,http://www.ebi.ac.uk/efo/EFO_0020942,0.873,None
GCST90103160,Pseudouridine levels,pseudouridine measurement,EFO:0021126,http://www.ebi.ac.uk/efo/EFO_0021126,0.866,None
GCST90103161,Pyridoxate levels,pyridoxate measurement,EFO:0010527,http://www.ebi.ac.uk/efo/EFO_0010527,0.869,None
GCST90103162,Pyroglutamine levels,pyroglutamine measurement,EFO:0005408,http://www.ebi.ac.uk/efo/EFO_0005408,0.848,None
GCST90103163,Pyrraline levels,pyrraline measurement,EFO:0800954,http://www.ebi.ac.uk/efo/EFO_0800954,0.82,None
GCST90103164,Pyruvate levels,pyruvate measurement,EFO:0010117,http://www.ebi.ac.uk/efo/EFO_0010117,0.835,None
GCST90103165,Quinate levels,quinate measurement,EFO:0021167,http://www.ebi.ac.uk/efo/EFO_0021167,0.776,None
GCST90103166,Quinolinate levels,quinolinate measurement,EFO:0800175,http://www.ebi.ac.uk/efo/EFO_0800175,0.824,None
GCST90103167,Retinol (Vitamin A) levels,vitamin measurement,EFO:0004729,http://www.ebi.ac.uk/efo/EFO_0004729,0.6,None
GCST90103168,Ribitol levels,ribitol measurement,EFO:0800143,http://www.ebi.ac.uk/efo/EFO_0800143,0.792,None
GCST90103044,Malate levels,malate measurement,EFO:0010508,http://www.ebi.ac.uk/efo/EFO_0010508,0.62,None
GCST90103045,Maleate levels,maleate measurement,EFO:0010509,http://www.ebi.ac.uk/efo/EFO_0010509,0.697,None
GCST90103046,Maltose levels,Maltose measurement,EFO:0021649,http://www.ebi.ac.uk/efo/EFO_0021649,0.761,None
GCST90103047,Mannitol/sorbitol levels,sorbitol measurement,EFO:0010533,http://www.ebi.ac.uk/efo/EFO_0010533,0.687,None
GCST90103048,Mannose levels,mannose measurement,EFO:0006958,http://www.ebi.ac.uk/efo/EFO_0006958,0.763,None
GCST90103049,Margarate (17:0) levels,margarate 17:0 measurement,EFO:0021066,http://www.ebi.ac.uk/efo/EFO_0021066,0.618,None
GCST90103050,Metabolonic lactone sulfate (X-12063) levels,metabolonic lactone sulfate measurement,EFO:0800659,http://www.ebi.ac.uk/efo/EFO_0800659,0.703,None
GCST90103051,Methionine levels,methionine measurement,EFO:0009771,http://www.ebi.ac.uk/efo/EFO_0009771,0.78,None
GCST90103052,Methionine sulfone levels,methionine sulfone measurement,EFO:0800072,http://www.ebi.ac.uk/efo/EFO_0800072,0.875,None
GCST90103053,Methionine sulfoxide levels,Methionine sulfoxide measurement,EFO:0021650,http://www.ebi.ac.uk/efo/EFO_0021650,0.891,None
GCST90103054,Methyl glucopyranoside (alpha + beta) levels,methyl glucopyranoside (alpha + beta) measurement,EFO:0800991,http://www.ebi.ac.uk/efo/EFO_0800991,0.755,None
GCST90103055,Methyl indole-3-acetate levels,methyl indole-3-acetate measurement,EFO:0801063,http://www.ebi.ac.uk/efo/EFO_0801063,0.644,None
GCST90103056,Methyl-4-hydroxybenzoate sulfate levels,methyl-4-hydroxybenzoate sulfate measurement,EFO:0800997,http://www.ebi.ac.uk/efo/EFO_0800997,0.798,None
GCST90103057,Methylsuccinate levels,methylsuccinate measurement,EFO:0800129,http://www.ebi.ac.uk/efo/EFO_0800129,0.885,None
GCST90103058,Myo-inositol levels,inositol measurement,EFO:0010504,http://www.ebi.ac.uk/efo/EFO_0010504,0.538,None
GCST90103059,Myristate (14:0) levels,myristate 14:0 measurement,EFO:0021067,http://www.ebi.ac.uk/efo/EFO_0021067,0.636,None
GCST90103060,Myristoleate (14:1n5) levels,myristoleate 14:1n5 measurement,EFO:0021068,http://www.ebi.ac.uk/efo/EFO_0021068,0.728,None
GCST90103061,Myristoleoylcarnitine levels,myristoleoylcarnitine (C14:1) measurement,EFO:0800373,http://www.ebi.ac.uk/efo/EFO_0800373,0.716,None
GCST90103062,Myristoylcarnitine levels,myristoylcarnitine (C14) measurement,EFO:0800216,http://www.ebi.ac.uk/efo/EFO_0800216,0.716,None
GCST90103063,N-(2-furoyl)glycine levels,N-2-furoylglycine measurement,EFO:0021165,http://www.ebi.ac.uk/efo/EFO_0021165,0.517,None
GCST90103064,"N,n-dimethylalanine (X-23585) levels","N,N-dimethylalanine measurement",EFO:0800098,http://www.ebi.ac.uk/efo/EFO_0800098,0.457,None
GCST90103065,N1-methyl-2-pyridone-5-carboxamide levels,n-methyl-2-pyridone-5-carboxamide measurement,EFO:0010994,http://www.ebi.ac.uk/efo/EFO_0010994,0.573,None
GCST90103066,N1-methyladenosine levels,N1-methyladenosine measurement,EFO:0021122,http://www.ebi.ac.uk/efo/EFO_0021122,0.702,None
GCST90103067,N1-methylinosine levels,N1-methylinosine measurement,EFO:0800627,http://www.ebi.ac.uk/efo/EFO_0800627,0.681,None
GCST90103068,"N2,n2-dimethylguanosine levels",N2,EFO:0004028,http://www.ebi.ac.uk/efo/EFO_0004028,0.699,None
GCST90103119,Oxalate (ethanedioate) levels,oxalate measurement,EFO:0010517,http://www.ebi.ac.uk/efo/EFO_0010517,0.539,None
GCST90103120,Palmitate (16:0) levels,palmitate 16:0 measurement,EFO:0021071,http://www.ebi.ac.uk/efo/EFO_0021071,0.61,None
GCST90103121,Palmitoleate (16:1n7) levels,palmitoleate 16:1n7 measurement,EFO:0021072,http://www.ebi.ac.uk/efo/EFO_0021072,0.721,None
GCST90103122,Palmitoleoylcarnitine levels,palmitoylcarnitine measurement,EFO:0021044,http://www.ebi.ac.uk/efo/EFO_0021044,0.738,None
GCST90103123,Palmitoleoyl-linoleoyl-glycerol (16:1/18:2) [1] levels,palmitoleoyl-linoleoyl-glycerol (16:1/18:2) [1] measurement,EFO:0800504,http://www.ebi.ac.uk/efo/EFO_0800504,0.58,None
GCST90103124,Palmitoyl dihydrosphingomyelin (d18:0/16:0) levels,palmitoyl dihydrosphingomyelin (d18:0/16:0) measurement,EFO:0800400,http://www.ebi.ac.uk/efo/EFO_0800400,0.665,None
GCST90103125,Palmitoyl sphingomyelin (d18:1/16:0) levels,palmitoyl sphingomyelin (d18:1/16:0) measurement,EFO:0800300,http://www.ebi.ac.uk/efo/EFO_0800300,0.622,None
GCST90103126,Palmitoyl-arachidonoyl-glycerol (16:0/20:4) [2] levels,palmitoyl-arachidonoyl-glycerophosphocholine (1) measurement,EFO:0803556,http://www.ebi.ac.uk/efo/EFO_0803556,0.548,None
GCST90103127,Palmitoylcarnitine levels,palmitoylcarnitine measurement,EFO:0021044,http://www.ebi.ac.uk/efo/EFO_0021044,0.882,None
GCST90103128,Palmitoylcholine levels,palmitoylcholine measurement,EFO:0800473,http://www.ebi.ac.uk/efo/EFO_0800473,0.866,None
GCST90103129,Palmitoyl-linoleoyl-glycerol (16:0/18:2) [1] levels,palmitoyl-linoleoyl-glycerol (16:0/18:2) [2] measurement,EFO:0800438,http://www.ebi.ac.uk/efo/EFO_0800438,0.497,None
GCST90103130,Palmitoyl-linoleoyl-glycerol (16:0/18:2) [2] levels,palmitoyl-linoleoyl-glycerol (16:0/18:2) [2] measurement,EFO:0800438,http://www.ebi.ac.uk/efo/EFO_0800438,0.489,None
GCST90103131,Palmitoyl-oleoyl-glycerol (16:0/18:1) [2] levels,oleoyl glycine measurement,EFO:0801207,http://www.ebi.ac.uk/efo/EFO_0801207,0.502,None
GCST90103132,Palmitoyl-sphingosine-phosphoethanolamine (d18:1/16:0) (X-24106) levels,palmitoyl-sphingosine-phosphoethanolamine (d18:1/16:0) measurement,EFO:0800591,http://www.ebi.ac.uk/efo/EFO_0800591,0.602,None
GCST90103133,Pantothenate levels,pantothenate measurement,EFO:0021034,http://www.ebi.ac.uk/efo/EFO_0021034,0.816,None
GCST90103134,Paraxanthine levels,paraxanthine measurement,EFO:0021178,http://www.ebi.ac.uk/efo/EFO_0021178,0.849,None
GCST90103135,P-cresol sulfate levels,O-cresol sulfate measurement,EFO:0800955,http://www.ebi.ac.uk/efo/EFO_0800955,0.632,None
GCST90103136,P-cresol-glucuronide levels,p-cresol glucuronide measurement,EFO:0800079,http://www.ebi.ac.uk/efo/EFO_0800079,0.694,None
